c\b	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	-0.502355261413	[]	[]	[]
2	1	[]	[]	[]	1.1646626597	[]	[]	[]
2	2	[]	[]	[]	1.274025199	[]	[]	[]
2	3	[]	[]	[]	-0.559651255366	[]	[]	[]
3	0	[]	[]	0.690812043834	1.2644673596	0.846493359466	[]	[]
3	1	[]	[]	0.285065990379	0.0565098600846	1.10567953822	[]	[]
3	2	[]	[]	1.50701597239	0.0126329726798	0.276310383964	[]	[]
3	3	[]	[]	1.88920765546	1.5554670947	0.496522591792	[]	[]
4	0	[]	[]	[]	0.775558408291	[]	[]	[]
4	1	[]	[]	[]	0.3098090028	[]	[]	[]
4	2	[]	[]	[]	0.807851149815	[]	[]	[]
4	3	[]	[]	[]	0.734085116312	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
5	2	[]	[]	[]	[]	[]	[]	[]
5	3	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
6	2	[]	[]	[]	[]	[]	[]	[]
6	3	[]	[]	[]	[]	[]	[]	[]
