c\b	mol	0	1	2
0	0	[]	0.0284143536784	[]
0	1	[]	0.0403035715828	[]
1	0	0.0242764836556	0.0	0.0267695372668
1	1	0.0261996393613	0.0209777110411	0.0429180257978
2	0	[]	0.0261590643915	[]
2	1	[]	0.0271935708142	[]
