a\c	mol	0	1	2
0	0	[]	0.0278685348886	[]
0	1	[]	0.0251308989456	[]
1	0	0.0284143536784	0.0	0.0261590643915
1	1	0.0403035715828	0.0209777110411	0.0271935708142
2	0	[]	0.0282378989513	[]
2	1	[]	0.0496985411224	[]
