c\b	mol	0	1	2
0	0	[]	[]	[]
0	1	[]	[]	[]
1	0	[]	0.0282378989513	[]
1	1	[]	0.0496985411224	[]
2	0	[]	[]	[]
2	1	[]	[]	[]
