a\c	mol	0	1	2
0	0	[]	[]	[]
0	1	[]	[]	[]
1	0	[]	0.0242764836556	[]
1	1	[]	0.0261996393613	[]
2	0	[]	[]	[]
2	1	[]	[]	[]
