c\b	mol	0	1	2
0	0	[]	[]	[]
0	1	[]	[]	[]
0	2	[]	[]	[]
0	3	[]	[]	[]
1	0	[]	-0.438586522212	[]
1	1	[]	-1.71077336848	[]
1	2	[]	-1.75080261612	[]
1	3	[]	-0.651183992939	[]
2	0	[]	[]	[]
2	1	[]	[]	[]
2	2	[]	[]	[]
2	3	[]	[]	[]
