a\c	mol	0	1	2
0	0	[]	[]	[]
0	1	[]	[]	[]
0	2	[]	[]	[]
0	3	[]	[]	[]
1	0	[]	0.0538244184961	[]
1	1	[]	-3.29771450712	[]
1	2	[]	-2.49633859065	[]
1	3	[]	-2.24808298698	[]
2	0	[]	[]	[]
2	1	[]	[]	[]
2	2	[]	[]	[]
2	3	[]	[]	[]
