c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.702312377404	[]	[]	[]	[]
2	0	[]	[]	[]	0.636031534985	0.59650573704	0.597243303778	[]	[]	[]
3	0	[]	[]	0.588728925919	0.517272760869	0.484946920078	0.493954349652	0.527318139846	[]	[]
4	0	[]	0.572823203472	0.471681500007	0.310099534775	0.243620479433	0.42135868272	0.515808537135	0.563562452473	[]
5	0	[]	[]	0.587009125087	0.52863148393	0.507884739905	0.519037425947	0.549124986179	[]	[]
6	0	[]	[]	[]	0.638344695334	0.60290782963	0.60698960763	[]	[]	[]
7	0	[]	[]	[]	[]	0.705891126364	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
