c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.596718725079	[]	[]	[]	[]
4	0	[]	[]	[]	0.547711445263	0.542455228871	0.529743092291	[]	[]	[]
5	0	[]	[]	[]	[]	0.585348187443	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
