b\a	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.721948883084	[]	[]	[]	[]
4	0	[]	[]	[]	0.705891126364	0.666729955445	0.702312377404	[]	[]	[]
5	0	[]	[]	[]	[]	0.721191653131	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
