b\a	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.637745528792	[]	[]	[]	[]
2	0	[]	[]	[]	0.527318139846	0.544719848996	0.587009125087	[]	[]	[]
3	0	[]	[]	0.510237951396	0.493954349652	0.497522707729	0.52863148393	0.578163030377	[]	[]
4	0	[]	0.585348187443	0.518904063497	0.484946920078	0.481399849112	0.507884739905	0.541198237361	0.596718725079	[]
5	0	[]	[]	0.561541710418	0.517272760869	0.507563527648	0.519037425947	0.532231615742	[]	[]
6	0	[]	[]	[]	0.588728925919	0.559605723417	0.549124986179	[]	[]	[]
7	0	[]	[]	[]	[]	0.654068754027	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
