a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.543420752196	[]	[]	[]	[]
3	0	[]	[]	[]	0.549124986179	0.515808537135	0.527318139846	[]	[]	[]
4	0	[]	[]	0.678100453278	0.559605723417	0.487122615262	0.544719848996	0.671764391748	[]	[]
5	0	[]	[]	[]	0.588728925919	0.471681500007	0.587009125087	[]	[]	[]
6	0	[]	[]	[]	[]	0.549026539038	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
