c\b	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	1.7059671563	[]	[]	[]
2	1	[]	[]	[]	1.95566667978	[]	[]	[]
3	0	[]	[]	1.7309573466	1.49033053458	1.57735178942	[]	[]
3	1	[]	[]	1.71336416072	1.65529489534	1.970275278	[]	[]
4	0	[]	[]	[]	1.70221293395	[]	[]	[]
4	1	[]	[]	[]	1.95186686108	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
