[[-0.09151809 -0.01189323 -0.01095943]]
[[-0.10968042  0.04127145 -0.00967854]]
[[-0.11224875 -0.09005517 -0.00875174]]
[[-0.28068469 -0.09668074  0.00499359]]
[[-0.00759635 -0.00135095 -0.05132202]]
[[-0.00531927  0.00325795 -0.04870434]]
[[-0.19087298 -0.01974473 -0.00352294]]
[[-0.27795164  0.16054126  0.00681975]]
[[-0.01838938 -0.00424007 -0.00493952]]
[[-0.01381798  0.00546141 -0.00759199]]
[[-0.109334    0.06165604 -0.01023185]]
[[-0.07261629  0.11110973 -0.01041715]]
[[-0.03670736 -0.10475709 -0.01178688]]
[[-0.04410709 -0.18396028 -0.01279901]]
[[-0.00351924 -0.00627425 -0.05109671]]
[[-0.00133849 -0.00229923 -0.0471984 ]]
[[-0.17818943 -0.27449503  0.00095905]]
[[-0.93294216 -1.22136313  0.07346768]]
[[-0.00972647 -0.01495889 -0.00450387]]
[[-0.00516281 -0.00708128 -0.00815355]]
[[-0.00116047 -0.00050211 -0.02496051]]
[[-0.00038612  0.00091082 -0.02362191]]
[[-0.00325343 -0.00064041 -0.04740707]]
[[-0.00122886  0.00280314 -0.04501178]]
[[-1.01055041 -0.111486    0.08762993]]
[[-0.92196137  1.43391655  0.09502443]]
[[-0.00940855 -0.00293978 -0.00839947]]
[[-0.00488825  0.00464734 -0.01055307]]
[[-0.32367683 -0.18075358  0.04169944]]
[[-1.04797634  0.12564408  0.11899196]]
[[-0.00325891  0.00451505 -0.04726717]]
[[-0.00127792  0.00811038 -0.04606394]]
[[-0.18045603  0.23315791 -0.00362581]]
[[-0.04088753  0.19226044 -0.00995959]]
[[-0.00926343  0.00878788 -0.00939337]]
[[-0.00472868  0.01635506 -0.009384  ]]
[[-0.0336718   0.09300351 -0.01369556]]
[[-0.01041493  0.08149274 -0.0127811 ]]
[[-0.00129009 -0.0708866  -0.01343939]]
[[ 0.01089554 -0.08503537 -0.01507816]]
[[ 0.00047316 -0.01167331 -0.05051289]]
[[ 0.00248331 -0.00859967 -0.04924354]]
[[ 0.00066025 -0.11743587 -0.01245386]]
[[ 0.04350333 -0.1927873  -0.01702061]]
[[-0.00133126 -0.02467526 -0.00096927]]
[[ 0.00280779 -0.01963256 -0.00448298]]
[[ 0.00036873 -0.00242295 -0.02532195]]
