a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	2.11894514706	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	1.70728876104	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	2.9164119949	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	3.29434789965	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.667881751124	2.35850075487	1.86582390998	[]	[]	[]	[]
2	1	[]	[]	[]	[]	-0.468665138005	1.69836902227	1.29642826616	[]	[]	[]	[]
2	2	[]	[]	[]	[]	1.53243905002	1.15358918208	0.920984082352	[]	[]	[]	[]
2	3	[]	[]	[]	[]	0.205160316268	-0.91008352028	2.15825507811	[]	[]	[]	[]
3	0	[]	[]	[]	17.531246689	5.22775524592	5.84310197993	2.18447651343	1.77520944677	[]	[]	[]
3	1	[]	[]	[]	14.5329949084	7.2983435982	1.1434098892	1.615410415	1.74739669629	[]	[]	[]
3	2	[]	[]	[]	2.17533011996	-0.0427202453281	0.932697921096	0.839058905661	0.303713889249	[]	[]	[]
3	3	[]	[]	[]	1.8336418893	1.02562660556	0.642495157884	1.19081949604	2.03879946495	[]	[]	[]
4	0	[]	[]	2.25021272477	2.02416906124	1.0815808025	1.47628501057	1.87929473388	1.86504631922	1.74510626534	[]	[]
4	1	[]	[]	1.5064892737	1.74203412147	1.06289022443	1.05429193515	0.999611495819	1.50923368495	1.55296445786	[]	[]
4	2	[]	[]	2.32330575583	1.94679394493	1.62482523535	1.19323858726	0.990101260224	3.26024261513	2.47783722436	[]	[]
4	3	[]	[]	2.87225477378	2.61117225818	1.08001173182	1.42714857857	2.95093976468	4.11547682766	2.39438024775	[]	[]
5	0	[]	1.76779393196	2.10423216248	0.91127025101	0.545642477549	0.949875600064	1.02310540353	1.87414548282	2.7133049392	1.5787114825	[]
5	1	[]	1.28385894125	1.31977583864	1.15378116692	0.881372910433	0.399623148365	0.964695114026	2.1444642316	2.18111816576	1.01193523318	[]
5	2	[]	2.11427278991	1.5612910934	1.61995624775	1.72801748317	1.05364936768	0.844959286565	3.40938426876	2.27545943069	-0.00945839532984	[]
5	3	[]	2.32154443326	0.862560664453	1.02544555401	0.931109425437	1.19029360102	1.63449573014	1.22927416445	0.981467387246	2.12832569262	[]
6	0	[]	[]	2.20216702876	1.95590422381	1.0657318691	1.45923224123	1.96756980475	1.94009286908	1.75180598785	[]	[]
6	1	[]	[]	1.45136702	1.67257291062	1.02621325256	1.02953911139	1.03483100195	1.56350936977	1.54167618624	[]	[]
6	2	[]	[]	2.60707851888	2.05631319325	1.71757041087	1.05719701093	0.574357058301	2.972938092	2.00744351605	[]	[]
6	3	[]	[]	3.18092139438	4.18079999468	1.10700248612	1.78001499498	2.55116669192	4.76074636938	3.11282945165	[]	[]
7	0	[]	[]	[]	24.7563014707	6.82165428099	7.85152280892	2.47750629108	1.84800045681	[]	[]	[]
7	1	[]	[]	[]	20.7208902073	9.88198979222	1.13387475372	1.65167198531	1.98670968256	[]	[]	[]
7	2	[]	[]	[]	2.25365467337	0.0997565989878	0.989655590885	0.836547682461	0.434810766739	[]	[]	[]
7	3	[]	[]	[]	1.91826926812	1.03906785493	0.63546423135	1.25354593895	2.03094283284	[]	[]	[]
8	0	[]	[]	[]	[]	0.663186264619	2.29340440028	1.84741245308	[]	[]	[]	[]
8	1	[]	[]	[]	[]	-0.482230686555	1.67869765353	1.28335027983	[]	[]	[]	[]
8	2	[]	[]	[]	[]	1.50758088114	1.14077196101	0.86166056936	[]	[]	[]	[]
8	3	[]	[]	[]	[]	0.0205996349736	-1.70816875874	2.15462570501	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	2.1044888625	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.70018318314	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	2.92564937513	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	3.30229724069	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
