b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.991236956742	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	0.343432275623	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	2.05264171206	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	2.36977215371	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.01535910871	0.732559598056	1.01530853501	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.23218705528	0.701718089192	1.14946769066	[]	[]	[]	[]
2	2	[]	[]	[]	[]	1.85960066654	4.185404613	2.01412162008	[]	[]	[]	[]
2	3	[]	[]	[]	[]	1.83090485269	1.23543193322	1.74562620823	[]	[]	[]	[]
3	0	[]	[]	[]	1.42737353332	1.15418919423	0.574735631206	1.11334422103	1.48457970318	[]	[]	[]
3	1	[]	[]	[]	12.4508347081	1.2588838876	0.964160849144	1.1986915818	17.3021612067	[]	[]	[]
3	2	[]	[]	[]	1.84571109728	2.50330783621	2.60805033414	2.97518680845	1.89911343874	[]	[]	[]
3	3	[]	[]	[]	-0.179003600187	1.38365164894	1.19505003592	1.49112579774	-0.0842422730905	[]	[]	[]
4	0	[]	[]	0.667881751124	5.22775524592	1.0815808025	0.545642477549	1.0657318691	6.82165428099	0.663186264619	[]	[]
4	1	[]	[]	-0.468665138005	7.2983435982	1.06289022443	0.881372910433	1.02621325256	9.88198979222	-0.482230686555	[]	[]
4	2	[]	[]	1.53243905002	-0.0427202453281	1.62482523535	1.72801748317	1.71757041087	0.0997565989878	1.50758088114	[]	[]
4	3	[]	[]	0.205160316268	1.02562660556	1.08001173182	0.931109425437	1.10700248612	1.03906785493	0.0205996349736	[]	[]
5	0	[]	0.918273470795	0.861428122786	5.76820735351	1.22139388555	0.595345852642	1.18433088086	7.54324439871	0.855418099	0.915225608285	[]
5	1	[]	2.61632929354	-0.0234524473092	6.14453980827	0.823083126933	0.290557121591	0.815224550245	8.38464577785	-0.033695887318	2.59475654785	[]
5	2	[]	2.68701861232	-0.539771955648	0.676050786508	2.01193443365	0.649113394007	2.42168445242	0.771019170119	-0.981719040511	2.69387398793	[]
5	3	[]	0.852439989712	1.08075740646	0.916966287914	1.17604128057	0.834517059696	1.06434227508	0.942191474232	1.08551846249	0.856215692208	[]
6	0	[]	[]	0.349197720621	1.73061881046	1.22525146312	1.01180050972	1.17759536789	1.95625579812	0.342081587999	[]	[]
6	1	[]	[]	2.21902097368	4.74500810683	1.01425037587	1.20470747264	0.980637263886	6.44969800654	2.22386671753	[]	[]
6	2	[]	[]	0.613612386574	1.09264414181	1.67140678511	1.020315924	1.9073504848	1.1370086512	0.488403564448	[]	[]
6	3	[]	[]	1.23756430079	1.14834895751	0.906851650575	0.647662874312	0.892424134545	1.16678798991	1.24171475873	[]	[]
7	0	[]	[]	[]	4.13324343409	1.18311273133	1.39862453514	1.19297900806	5.55797996018	[]	[]	[]
7	1	[]	[]	[]	2.08944654624	0.726595295824	1.24133414586	0.695896569204	2.05661805665	[]	[]	[]
7	2	[]	[]	[]	1.34130014992	1.34906938388	1.07529322332	1.5912438929	1.37725614728	[]	[]	[]
7	3	[]	[]	[]	0.816435497662	1.3184790162	0.700984513242	1.51874696092	0.789099362607	[]	[]	[]
8	0	[]	[]	[]	[]	0.947153423673	1.10922100987	0.926235440825	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.95985375513	0.752614087307	2.02291280335	[]	[]	[]	[]
8	2	[]	[]	[]	[]	1.64248946039	0.926819605525	2.19212018701	[]	[]	[]	[]
8	3	[]	[]	[]	[]	1.45109494635	0.87039487691	2.69675457963	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.08716069303	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	2.00896490993	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	0.843703003669	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	1.32115886454	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
