a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	1.72172321863	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	1.74733348988	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	1.10494659096	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	0.764679628738	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	1.42737353332	9.56196410992	2.81739771711	[]	[]	[]	[]
3	1	[]	[]	[]	[]	12.4508347081	1.97974904813	1.88986933539	[]	[]	[]	[]
3	2	[]	[]	[]	[]	1.84571109728	0.705943372447	0.785834734751	[]	[]	[]	[]
3	3	[]	[]	[]	[]	-0.179003600187	-0.0947579432923	1.15638024075	[]	[]	[]	[]
4	0	[]	[]	[]	1.20486549815	1.15418919423	2.00003546135	2.40812446418	1.86471513609	[]	[]	[]
4	1	[]	[]	[]	2.2749376949	1.2588838876	1.17112029301	1.35334032261	1.59026712435	[]	[]	[]
4	2	[]	[]	[]	2.31787580236	2.50330783621	1.36023223712	1.796829614	2.67653781226	[]	[]	[]
4	3	[]	[]	[]	3.19658280766	1.38365164894	1.70136915305	2.84057842426	4.13807717305	[]	[]	[]
5	0	[]	[]	1.02806652384	0.788416899236	0.574735631206	1.58048241322	1.53469635732	4.21624823254	2.91541276658	[]	[]
5	1	[]	[]	2.03556436967	1.24190857634	0.964160849144	0.743558170373	0.55517959307	1.57367286286	1.68035051817	[]	[]
5	2	[]	[]	2.14350045404	1.79428144107	2.60805033414	0.639680920672	0.895292484751	3.59928745951	3.56990943126	[]	[]
5	3	[]	[]	0.78445930137	0.940537588457	1.19505003592	1.13195199569	2.11243396852	2.12564447605	1.03974352469	[]	[]
6	0	[]	[]	[]	1.10505029901	1.11334422103	1.98935614701	2.59789095409	1.99048582166	[]	[]	[]
6	1	[]	[]	[]	2.22404761447	1.1986915818	1.15627023744	1.39525745244	1.65170527295	[]	[]	[]
6	2	[]	[]	[]	2.41039236208	2.97518680845	1.42011282087	1.5420167801	1.78738908762	[]	[]	[]
6	3	[]	[]	[]	4.66218989826	1.49112579774	1.99021594483	2.34771017829	4.48620058426	[]	[]	[]
7	0	[]	[]	[]	[]	1.48457970318	13.4695848367	3.56889862486	[]	[]	[]	[]
7	1	[]	[]	[]	[]	17.3021612067	2.1076796734	2.19234839969	[]	[]	[]	[]
7	2	[]	[]	[]	[]	1.89911343874	0.798363808607	0.834052733823	[]	[]	[]	[]
7	3	[]	[]	[]	[]	-0.0842422730905	-0.107722878245	1.23186849213	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	1.65652010049	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	1.72941193247	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	0.987651598459	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	0.530812239652	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
