c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	1.0187047327	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	2.41253149904	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	2.19320088539	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	3.4247353331	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	2.25021272477	1.81327080766	1.93683366481	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.5064892737	1.34631046104	2.30082261287	[]	[]	[]	[]
2	2	[]	[]	[]	[]	2.32330575583	4.52804308634	3.22134685153	[]	[]	[]	[]
2	3	[]	[]	[]	[]	2.87225477378	1.75701768461	1.47209470643	[]	[]	[]	[]
3	0	[]	[]	[]	1.20486549815	2.02416906124	1.8902832196	1.27338033333	1.34905978895	[]	[]	[]
3	1	[]	[]	[]	2.2749376949	1.74203412147	1.47633581216	1.32194971555	2.06252972534	[]	[]	[]
3	2	[]	[]	[]	2.31787580236	1.94679394493	1.52362023463	1.56186386976	1.36946089095	[]	[]	[]
3	3	[]	[]	[]	3.19658280766	2.61117225818	1.31842206107	1.76701835061	1.49281657494	[]	[]	[]
4	0	[]	[]	1.01535910871	1.15418919423	1.0815808025	1.22139388555	1.22525146312	1.18311273133	0.947153423673	[]	[]
4	1	[]	[]	1.23218705528	1.2588838876	1.06289022443	0.823083126933	1.01425037587	0.726595295824	1.95985375513	[]	[]
4	2	[]	[]	1.85960066654	2.50330783621	1.62482523535	2.01193443365	1.67140678511	1.34906938388	1.64248946039	[]	[]
4	3	[]	[]	1.83090485269	1.38365164894	1.08001173182	1.17604128057	0.906851650575	1.3184790162	1.45109494635	[]	[]
5	0	[]	2.12448005704	2.57326383449	2.00003546135	1.47628501057	1.20800551781	1.02791389082	0.840443644687	0.625774330389	0.489716484322	[]
5	1	[]	1.80194667485	1.71433235473	1.17112029301	1.05429193515	0.991682828189	0.782909098459	0.734501564326	1.0840016418	1.96577236644	[]
5	2	[]	1.8235633589	1.4705174108	1.36023223712	1.19323858726	1.15490340621	1.18527090442	1.47422022303	2.02623511328	1.72017542041	[]
5	3	[]	1.15408227052	0.724086858328	1.70136915305	1.42714857857	1.82917158176	2.42553155892	2.19420314824	0.992479169964	1.82138013515	[]
6	0	[]	[]	2.1303355315	2.40812446418	1.87929473388	1.40120301023	1.19137030624	0.634518554956	0.426360967096	[]	[]
6	1	[]	[]	1.75048305911	1.35334032261	0.999611495819	0.696054013185	0.0747561962688	0.130269597842	0.323176828048	[]	[]
6	2	[]	[]	1.33332664294	1.796829614	0.990101260224	1.92374508967	1.40568051552	1.71786254252	1.86456277659	[]	[]
6	3	[]	[]	3.17211056481	2.84057842426	2.95093976468	2.78028218549	4.33801795703	5.73456845867	2.45898451909	[]	[]
7	0	[]	[]	[]	1.86471513609	1.86504631922	1.68497391853	1.44997073896	1.2056479752	[]	[]	[]
7	1	[]	[]	[]	1.59026712435	1.50923368495	0.728743733549	0.251795797874	-0.21147085123	[]	[]	[]
7	2	[]	[]	[]	2.67653781226	3.26024261513	3.57498002404	3.34279929254	2.60024541327	[]	[]	[]
7	3	[]	[]	[]	4.13807717305	4.11547682766	2.60998154151	3.77909858675	2.4365708815	[]	[]	[]
8	0	[]	[]	[]	[]	1.74510626534	1.8899411986	1.79944429301	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.55296445786	1.32806257418	0.787757066466	[]	[]	[]	[]
8	2	[]	[]	[]	[]	2.47783722436	2.32657385942	1.82877598788	[]	[]	[]	[]
8	3	[]	[]	[]	[]	2.39438024775	2.19995004927	1.86144447727	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.88718716083	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.54016224208	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	2.6755544801	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	1.90002457655	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
