c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	20.2836797789	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	8.06110229682	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	2.2120713348	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	1.04410995022	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	24.7563014707	13.7497418019	18.0635635381	[]	[]	[]	[]
3	1	[]	[]	[]	[]	20.7208902073	9.12954874821	3.89946882066	[]	[]	[]	[]
3	2	[]	[]	[]	[]	2.25365467337	1.84858456995	1.41858658721	[]	[]	[]	[]
3	3	[]	[]	[]	[]	1.91826926812	1.4159200057	1.23745527176	[]	[]	[]	[]
4	0	[]	[]	[]	1.48457970318	6.82165428099	7.54324439871	1.95625579812	5.55797996018	[]	[]	[]
4	1	[]	[]	[]	17.3021612067	9.88198979222	8.38464577785	6.44969800654	2.05661805665	[]	[]	[]
4	2	[]	[]	[]	1.89911343874	0.0997565989878	0.771019170119	1.1370086512	1.37725614728	[]	[]	[]
4	3	[]	[]	[]	-0.0842422730905	1.03906785493	0.942191474232	1.16678798991	0.789099362607	[]	[]	[]
5	0	[]	[]	10.8885087298	13.4695848367	7.85152280892	1.85441396083	1.18562232923	1.03187995277	1.01868255491	[]	[]
5	1	[]	[]	2.33909750073	2.1076796734	1.13387475372	0.945488280987	1.96799989567	1.6194771895	2.079180992	[]	[]
5	2	[]	[]	1.57517006617	0.798363808607	0.989655590885	0.87722091257	1.13146561811	0.633054852973	0.580056039	[]	[]
5	3	[]	[]	0.824713272631	-0.107722878245	0.63546423135	-0.249099359321	-2.58709663499	-3.46440654419	0.503075997835	[]	[]
6	0	[]	[]	[]	3.56889862486	2.47750629108	1.800448252	1.7813813229	1.39860423408	[]	[]	[]
6	1	[]	[]	[]	2.19234839969	1.65167198531	1.6381056673	0.793580358123	1.08278228878	[]	[]	[]
6	2	[]	[]	[]	0.834052733823	0.836547682461	0.923645392755	1.32751865182	1.48144477391	[]	[]	[]
6	3	[]	[]	[]	1.23186849213	1.25354593895	1.82065351922	2.21194109227	1.90599086441	[]	[]	[]
7	0	[]	[]	[]	[]	1.84800045681	2.08289094014	2.69322301373	[]	[]	[]	[]
7	1	[]	[]	[]	[]	1.98670968256	1.32804112948	1.04260602138	[]	[]	[]	[]
7	2	[]	[]	[]	[]	0.434810766739	1.06675309385	1.50429761277	[]	[]	[]	[]
7	3	[]	[]	[]	[]	2.03094283284	1.99180929795	1.87739629428	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	1.96094227604	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	3.0036677407	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	1.36707574042	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	1.94667079946	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
