a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	3.85037164801	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	2.71041819932	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	2.81565414027	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	3.53015083391	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.918273470795	2.69834326477	2.19929399587	[]	[]	[]	[]
1	1	[]	[]	[]	[]	2.61632929354	1.4787685801	1.73338090882	[]	[]	[]	[]
1	2	[]	[]	[]	[]	2.68701861232	1.42521494428	2.2147386423	[]	[]	[]	[]
1	3	[]	[]	[]	[]	0.852439989712	2.96338100917	2.14507936517	[]	[]	[]	[]
2	0	[]	[]	[]	-0.864276828537	0.861428122786	1.98828518215	1.88972217263	1.87537671882	[]	[]	[]
2	1	[]	[]	[]	1.99617482412	-0.0234524473092	1.11288528736	0.955591127618	1.4840266395	[]	[]	[]
2	2	[]	[]	[]	2.2491836996	-0.539771955648	1.35022225169	0.800813866762	1.45737564649	[]	[]	[]
2	3	[]	[]	[]	0.394995328958	1.08075740646	0.677059273671	2.21435038683	1.96684298869	[]	[]	[]
3	0	[]	[]	14.0630746999	9.93533163808	5.76820735351	1.72561031458	1.71092054327	1.92958756601	1.90138648351	[]	[]
3	1	[]	[]	6.27949495515	6.55605803775	6.14453980827	0.939728339942	1.3803621899	1.32678201143	2.37908678811	[]	[]
3	2	[]	[]	2.18041004193	1.75830772825	0.676050786508	0.867987513439	0.914864383747	0.975206122602	1.38843815431	[]	[]
3	3	[]	[]	0.944055790058	1.39476326706	0.916966287914	-0.238445912033	1.78797141169	1.99280467257	1.96402010124	[]	[]
4	0	[]	1.0187047327	1.81327080766	1.8902832196	1.22139388555	1.20800551781	1.40120301023	1.68497391853	1.8899411986	1.88718716083	[]
4	1	[]	2.41253149904	1.34631046104	1.47633581216	0.823083126933	0.991682828189	0.696054013185	0.728743733549	1.32806257418	1.54016224208	[]
4	2	[]	2.19320088539	4.52804308634	1.52362023463	2.01193443365	1.15490340621	1.92374508967	3.57498002404	2.32657385942	2.6755544801	[]
4	3	[]	3.4247353331	1.75701768461	1.31842206107	1.17604128057	1.82917158176	2.78028218549	2.60998154151	2.19995004927	1.90002457655	[]
5	0	0.924039200236	1.37413692555	1.74159001466	1.21741724097	0.595345852642	0.0	0.850687927072	1.71835231561	1.71658010032	1.30873649126	1.70772939355
5	1	2.44540119429	1.23632048634	1.26069439107	0.897115646409	0.290557121591	1.86595249989	2.49000347952	3.04393435929	4.09499199135	1.17893070345	1.30563125819
5	2	2.06755644205	3.67062637806	1.24295448227	1.50656010508	0.649113394007	1.15460582994	1.34097582618	2.50391868535	1.31103207764	1.22436511176	1.86955230232
5	3	3.66131833463	1.07035520502	1.14080070259	1.16491400539	0.834517059696	1.41089501164	0.757503301644	1.13294604697	1.04429625356	1.64296665594	1.82361123433
6	0	[]	0.976883016543	1.72526227212	1.83363365538	1.18433088086	1.20392285742	1.43785896506	1.73083657437	1.85583088417	1.86655576657	[]
6	1	[]	2.64897798407	1.25936137448	1.40710734709	0.815224550245	0.967299984847	0.728394139022	0.765754036898	1.31681702413	1.57392177017	[]
6	2	[]	2.1830147442	6.4832514737	1.77538846339	2.42168445242	1.1184319477	1.4676939622	4.1954013347	2.13817006795	3.43763928228	[]
6	3	[]	4.48100636084	1.77091395363	2.15173461678	1.06434227508	2.77785140134	2.81959884155	3.29769229329	2.74162482345	1.95706410102	[]
7	0	[]	[]	20.2836797789	13.7497418019	7.54324439871	1.85441396083	1.800448252	2.08289094014	1.96094227604	[]	[]
7	1	[]	[]	8.06110229682	9.12954874821	8.38464577785	0.945488280987	1.6381056673	1.32804112948	3.0036677407	[]	[]
7	2	[]	[]	2.2120713348	1.84858456995	0.771019170119	0.87722091257	0.923645392755	1.06675309385	1.36707574042	[]	[]
7	3	[]	[]	1.04410995022	1.4159200057	0.942191474232	-0.249099359321	1.82065351922	1.99180929795	1.94667079946	[]	[]
8	0	[]	[]	[]	-0.881898412847	0.855418099	1.94651707967	1.88122598422	1.87073988683	[]	[]	[]
8	1	[]	[]	[]	2.01853185682	-0.033695887318	1.1061406603	0.952163796121	1.4808041521	[]	[]	[]
8	2	[]	[]	[]	2.25415688691	-0.981719040511	1.34186085016	0.579893537281	1.38366221709	[]	[]	[]
8	3	[]	[]	[]	0.286024541819	1.08551846249	0.182459788434	2.21707277071	1.96430661473	[]	[]	[]
9	0	[]	[]	[]	[]	0.915225608285	2.67636856334	2.18978285433	[]	[]	[]	[]
9	1	[]	[]	[]	[]	2.59475654785	1.47519173194	1.72478911868	[]	[]	[]	[]
9	2	[]	[]	[]	[]	2.69387398793	1.4286414568	2.22183938891	[]	[]	[]	[]
9	3	[]	[]	[]	[]	0.856215692208	2.96868862882	2.14886240823	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	3.84919281167	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	2.70215333734	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	2.80996357612	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	3.53029350322	[]	[]	[]	[]	[]
