c\b	mol	0	1	2
0	0	[]	[]	[]
0	1	[]	[]	[]
1	0	[]	0.0992477127305	[]
1	1	[]	0.452874580449	[]
2	0	[]	[]	[]
2	1	[]	[]	[]
