a\c	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	0.524461112546	[]	[]	[]
2	0	[]	[]	0.507944222078	0.423612586381	0.483872025808	[]	[]
3	0	[]	0.637516210772	0.492804852365	0.262261995358	0.481883136959	0.633975419633	[]
4	0	[]	[]	0.519148525436	0.30220278023	0.527576308321	[]	[]
5	0	[]	[]	[]	0.455925194868	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
