b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	1.5033257525	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	1.31422804167	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	1.35727234162	1.48204890515	1.29575432393	[]	[]	[]	[]
1	1	[]	[]	[]	[]	1.56581172143	1.57653278949	1.41284566949	[]	[]	[]	[]
2	0	[]	[]	[]	1.25897114439	0.930067068333	1.15707217919	1.07077164682	1.33219488557	[]	[]	[]
2	1	[]	[]	[]	1.44964812661	1.29407670377	1.11534381524	1.39455507153	1.18585344303	[]	[]	[]
3	0	[]	[]	1.53155134144	1.03401816253	0.818493167487	0.711341798866	0.653645333335	0.953020074275	1.28511315085	[]	[]
3	1	[]	[]	1.7715373607	1.35891955733	0.9851890729	1.08955230934	0.857497965582	0.958362773314	1.05201764886	[]	[]
4	0	[]	1.50499164794	1.32458098329	0.965508296976	0.639609992026	0.210251946599	0.602560752306	0.859916337095	0.946478687262	1.22899337184	[]
4	1	[]	1.42550451043	1.61400477952	1.39808814233	0.712347335613	0.642880252355	0.608153879796	0.875295185923	1.22162321841	1.26122586777	[]
5	0	1.20533680178	1.36183072083	1.35537661987	0.740783565356	0.505670096884	0.0	0.7371205734	0.954446762099	1.12577101358	1.29190433145	1.61448470459
5	1	1.13897889147	1.61773656133	1.73531633176	1.06997997963	0.564284906949	0.431898016345	0.164487522815	0.744337383628	1.08168838164	0.861467122988	1.25422046883
6	0	[]	1.53841716899	1.15621000685	0.840021420832	0.789357215866	0.23137060061	0.751707463738	1.17275408128	1.68728105906	1.64799826291	[]
6	1	[]	1.54351552168	1.06962929312	1.11746121518	0.739159036369	0.0341619987665	0.227521725553	1.10812765913	1.26508957439	1.26996765813	[]
7	0	[]	[]	1.2718202125	1.02873987945	0.768103745309	0.620643636009	1.10461996163	1.27525629687	1.60994004885	[]	[]
7	1	[]	[]	1.24466297863	1.00409817044	0.850241805777	0.515516793945	0.684661617421	1.03277684244	1.56664083062	[]	[]
8	0	[]	[]	[]	1.20961029422	1.05122170151	1.13929561905	1.25455313929	1.86548286163	[]	[]	[]
8	1	[]	[]	[]	1.20115684589	0.992656345635	0.979697965576	1.27112324555	1.41403704553	[]	[]	[]
9	0	[]	[]	[]	[]	1.26431914228	1.2512548629	1.55276851217	[]	[]	[]	[]
9	1	[]	[]	[]	[]	1.3562384731	1.1976141149	1.21941349049	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	1.25858095101	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	1.15926501208	[]	[]	[]	[]	[]
