a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	1.50499164794	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	1.42550451043	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.10664061371	1.32458098329	1.21417432627	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.33743365228	1.61400477952	1.44161362322	[]	[]	[]	[]
3	0	[]	[]	[]	1.24945628873	1.02136604934	0.965508296976	1.12995388315	1.28099611783	[]	[]	[]
3	1	[]	[]	[]	1.07529786446	1.27838971086	1.39808814233	1.40990501106	1.07032815204	[]	[]	[]
4	0	[]	[]	1.3052531227	0.965676484186	0.970247390233	0.639609992026	1.098660172	0.954921373136	1.30033239148	[]	[]
4	1	[]	[]	1.41873117142	1.59055439932	1.03266585689	0.712347335613	1.1234031372	1.6068574315	1.40573898134	[]	[]
5	0	[]	1.37990547559	1.27566836547	1.21995549117	1.09185282825	0.210251946599	1.08957597599	1.22076805657	1.27440089659	1.37672590194	[]
5	1	[]	1.51225300082	1.39521601646	1.15574731859	1.04496251193	0.642880252355	1.11456300199	1.14700092835	1.38933784042	1.51003166731	[]
6	0	[]	[]	1.29544606607	1.31222351189	0.998700926298	0.602560752306	0.969692805927	1.34108987044	1.29509306154	[]	[]
6	1	[]	[]	1.29165893387	1.39082871117	1.13273078262	0.608153879796	1.14723394147	1.41534857714	1.28614281078	[]	[]
7	0	[]	[]	[]	1.14949551862	0.716061747857	0.859916337095	0.675712011076	1.14695638632	[]	[]	[]
7	1	[]	[]	[]	1.230423489	0.909829400225	0.875295185923	0.889099433869	1.22857811931	[]	[]	[]
8	0	[]	[]	[]	[]	1.21190179827	0.946478687262	1.17076419113	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.15515736209	1.22162321841	1.10217519047	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.22899337184	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.26122586777	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
