b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	1.15885482933	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	1.27474405889	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.22522987989	1.12550089349	1.3263329774	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.44174845637	1.23759939715	1.27131401235	[]	[]	[]	[]
3	0	[]	[]	[]	1.31987157647	1.17560256585	1.15063659878	1.20651260817	1.45251595921	[]	[]	[]
3	1	[]	[]	[]	1.48059466565	1.35125100584	1.17487245212	1.21752346856	1.30320078221	[]	[]	[]
4	0	[]	[]	1.21417432627	1.12995388315	1.098660172	1.08957597599	0.969692805927	0.675712011076	1.17076419113	[]	[]
4	1	[]	[]	1.44161362322	1.40990501106	1.1234031372	1.11456300199	1.14723394147	0.889099433869	1.10217519047	[]	[]
5	0	[]	1.27803230432	1.20096374371	1.06625248872	1.00331644531	1.11522676942	1.10779132187	0.937797611808	1.0233771934	1.43644666091	[]
5	1	[]	1.37807031438	1.24065962932	1.20143883099	0.99234552704	1.1097142479	1.01450359818	1.01933891751	0.896577011624	1.1528003133	[]
6	0	[]	[]	1.33014785523	1.16327025551	0.997134384823	1.00537873164	0.936455242395	1.12951707954	1.33009982148	[]	[]
6	1	[]	[]	1.23778206992	1.03264115656	1.17030119007	1.07091301703	0.98158641007	1.08929728188	1.10771709176	[]	[]
7	0	[]	[]	[]	1.32160890198	1.13962060857	0.992646075726	0.978157223494	1.38318337151	[]	[]	[]
7	1	[]	[]	[]	1.43438828433	1.1803582544	1.09990993914	0.968642351035	1.14548734121	[]	[]	[]
8	0	[]	[]	[]	[]	1.27056652912	1.14440927026	1.4338984803	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.31425088551	1.17198221891	1.17308064827	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.22654388953	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.09104211946	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
