c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	1.2973872827	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	1.5303798315	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.3052531227	1.44065637578	1.4566461789	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.41873117142	1.40895418775	1.28323985867	[]	[]	[]	[]
3	0	[]	[]	[]	1.45213280224	0.965676484186	1.0187802128	1.22242338978	1.24520981004	[]	[]	[]
3	1	[]	[]	[]	1.47454489581	1.59055439932	0.944025274586	1.06123920606	0.958829230939	[]	[]	[]
4	0	[]	[]	1.16207738266	1.13175572403	0.970247390233	0.918636611581	0.969241550836	1.13286006406	1.19771275564	[]	[]
4	1	[]	[]	1.39385935544	1.26556440638	1.03266585689	0.891298751308	1.14525967068	1.15873262375	1.24424863827	[]	[]
5	0	[]	1.35727234162	0.930067068333	0.818493167487	0.639609992026	0.505670096884	0.789357215866	0.768103745309	1.05122170151	1.26431914228	[]
5	1	[]	1.56581172143	1.29407670377	0.9851890729	0.712347335613	0.564284906949	0.739159036369	0.850241805777	0.992656345635	1.3562384731	[]
6	0	[]	[]	1.22522987989	1.17560256585	1.098660172	1.00331644531	0.997134384823	1.13962060857	1.27056652912	[]	[]
6	1	[]	[]	1.44174845637	1.35125100584	1.1234031372	0.99234552704	1.17030119007	1.1803582544	1.31425088551	[]	[]
7	0	[]	[]	[]	1.46716835807	0.954921373136	1.03869638087	1.21599750597	1.25058568129	[]	[]	[]
7	1	[]	[]	[]	1.52816654806	1.6068574315	0.972572919727	1.06175068544	0.931667401977	[]	[]	[]
8	0	[]	[]	[]	[]	1.30033239148	1.43892941422	1.46791773446	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.40573898134	1.40411011902	1.28661625446	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.29565964903	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.53602657515	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
