c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	1.62224616076	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	1.59980332923	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	1.37990547559	1.42852073216	1.65834203035	[]	[]	[]	[]
1	1	[]	[]	[]	[]	1.51225300082	1.4184630545	1.39970613123	[]	[]	[]	[]
2	0	[]	[]	[]	1.32433445126	1.27566836547	1.20092649371	1.29907639031	1.27681273234	[]	[]	[]
2	1	[]	[]	[]	1.26018408831	1.39521601646	1.29441783521	1.29414966878	1.25656925864	[]	[]	[]
3	0	[]	[]	1.24950809434	1.29687173854	1.21995549117	1.04054585445	1.32152756172	1.41751522415	1.23337662598	[]	[]
3	1	[]	[]	1.24736511408	1.55320194367	1.15574731859	1.05878854282	1.27142780037	1.20012807609	1.24581819224	[]	[]
4	0	[]	1.15522873223	1.11312227887	1.10692370681	1.09185282825	1.1193477097	1.02220914739	1.03728495349	1.14976813689	1.2960186912	[]
4	1	[]	1.220293338	1.2197260564	1.1208145089	1.04496251193	1.05549200692	1.05575473613	1.10506326606	1.11909159773	1.10110817986	[]
5	0	1.5033257525	1.48204890515	1.15707217919	0.711341798866	0.210251946599	0.0	0.23137060061	0.620643636009	1.13929561905	1.2512548629	1.25858095101
5	1	1.31422804167	1.57653278949	1.11534381524	1.08955230934	0.642880252355	0.431898016345	0.0341619987665	0.515516793945	0.979697965576	1.1976141149	1.15926501208
6	0	[]	1.15885482933	1.12550089349	1.15063659878	1.08957597599	1.11522676942	1.00537873164	0.992646075726	1.14440927026	1.22654388953	[]
6	1	[]	1.27474405889	1.23759939715	1.17487245212	1.11456300199	1.1097142479	1.07091301703	1.09990993914	1.17198221891	1.09104211946	[]
7	0	[]	[]	1.23651363002	1.30754850621	1.22076805657	1.04431176563	1.31562263798	1.42025689577	1.2578991616	[]	[]
7	1	[]	[]	1.24001499744	1.54200174719	1.14700092835	1.06475468251	1.28708913653	1.18010051707	1.26467070068	[]	[]
8	0	[]	[]	[]	1.317336168	1.27440089659	1.1979902395	1.30412915625	1.26698858367	[]	[]	[]
8	1	[]	[]	[]	1.26010915159	1.38933784042	1.29352878839	1.29669065643	1.25613777695	[]	[]	[]
9	0	[]	[]	[]	[]	1.37672590194	1.42805858853	1.66080279863	[]	[]	[]	[]
9	1	[]	[]	[]	[]	1.51003166731	1.41472656455	1.39827734615	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	1.62388712409	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	1.59829035978	[]	[]	[]	[]	[]
