a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	1.53841716899	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	1.54351552168	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.30628873191	1.15621000685	1.33014785523	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.16735047034	1.06962929312	1.23778206992	[]	[]	[]	[]
3	0	[]	[]	[]	1.02380830331	1.12814714157	0.840021420832	1.16327025551	1.01946400938	[]	[]	[]
3	1	[]	[]	[]	1.18332735718	1.00482123451	1.11746121518	1.03264115656	1.21509555361	[]	[]	[]
4	0	[]	[]	1.4566461789	1.22242338978	0.969241550836	0.789357215866	0.997134384823	1.21599750597	1.46791773446	[]	[]
4	1	[]	[]	1.28323985867	1.06123920606	1.14525967068	0.739159036369	1.17030119007	1.06175068544	1.28661625446	[]	[]
5	0	[]	1.65834203035	1.29907639031	1.32152756172	1.02220914739	0.23137060061	1.00537873164	1.31562263798	1.30412915625	1.66080279863	[]
5	1	[]	1.39970613123	1.29414966878	1.27142780037	1.05575473613	0.0341619987665	1.07091301703	1.28708913653	1.29669065643	1.39827734615	[]
6	0	[]	[]	1.63449772753	1.23864614753	1.07070194556	0.751707463738	0.936455242395	1.23070357994	1.64938521859	[]	[]
6	1	[]	[]	1.36721488399	1.12222393915	1.0340429488	0.227521725553	0.98158641007	1.13108858981	1.37312245195	[]	[]
7	0	[]	[]	[]	1.51131637218	1.27067384018	1.17275408128	1.12951707954	1.50046107742	[]	[]	[]
7	1	[]	[]	[]	1.55902180946	1.23046119961	1.10812765913	1.08929728188	1.57703049911	[]	[]	[]
8	0	[]	[]	[]	[]	1.44962678038	1.68728105906	1.33009982148	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.22723017296	1.26508957439	1.10771709176	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.64799826291	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.26996765813	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
