b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	1.15522873223	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	1.220293338	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	1.16207738266	1.11312227887	1.37513935793	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.39385935544	1.2197260564	1.27125602422	[]	[]	[]	[]
3	0	[]	[]	[]	1.20885547979	1.13175572403	1.10692370681	1.22094829757	1.50553914651	[]	[]	[]
3	1	[]	[]	[]	1.39398678187	1.26556440638	1.1208145089	1.22605834106	1.32405947438	[]	[]	[]
4	0	[]	[]	1.10664061371	1.02136604934	0.970247390233	1.09185282825	0.998700926298	0.716061747857	1.21190179827	[]	[]
4	1	[]	[]	1.33743365228	1.27838971086	1.03266585689	1.04496251193	1.13273078262	0.909829400225	1.15515736209	[]	[]
5	0	[]	1.22975999867	1.09730224539	0.981100894299	0.918636611581	1.1193477097	1.16470431329	1.04657160629	1.11452001697	1.52701774415	[]
5	1	[]	1.34839702613	1.13414063411	1.1136760049	0.891298751308	1.05549200692	1.02337053892	1.11011803967	0.967723740662	1.2480821326	[]
6	0	[]	[]	1.30628873191	1.12814714157	0.969241550836	1.02220914739	1.07070194556	1.27067384018	1.44962678038	[]	[]
6	1	[]	[]	1.16735047034	1.00482123451	1.14525967068	1.05575473613	1.0340429488	1.23046119961	1.22723017296	[]	[]
7	0	[]	[]	[]	1.23075891129	1.13286006406	1.03728495349	1.1283308261	1.52934903323	[]	[]	[]
7	1	[]	[]	[]	1.35022442316	1.15873262375	1.10506326606	1.07599356356	1.29026332238	[]	[]	[]
8	0	[]	[]	[]	[]	1.19771275564	1.14976813689	1.52727452684	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.24424863827	1.11909159773	1.25296208823	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	1.2960186912	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.10110817986	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
