c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	1.25421497699	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	1.54062473408	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	1.24945628873	1.1529055794	1.02380830331	[]	[]	[]	[]
3	1	[]	[]	[]	[]	1.07529786446	1.1987875042	1.18332735718	[]	[]	[]	[]
4	0	[]	[]	[]	1.20885547979	1.02136604934	0.981100894299	1.12814714157	1.23075891129	[]	[]	[]
4	1	[]	[]	[]	1.39398678187	1.27838971086	1.1136760049	1.00482123451	1.35022442316	[]	[]	[]
5	0	[]	[]	1.25897114439	1.03401816253	0.965508296976	0.740783565356	0.840021420832	1.02873987945	1.20961029422	[]	[]
5	1	[]	[]	1.44964812661	1.35891955733	1.39808814233	1.06997997963	1.11746121518	1.00409817044	1.20115684589	[]	[]
6	0	[]	[]	[]	1.31987157647	1.12995388315	1.06625248872	1.16327025551	1.32160890198	[]	[]	[]
6	1	[]	[]	[]	1.48059466565	1.40990501106	1.20143883099	1.03264115656	1.43438828433	[]	[]	[]
7	0	[]	[]	[]	[]	1.28099611783	1.19975246519	1.01946400938	[]	[]	[]	[]
7	1	[]	[]	[]	[]	1.07032815204	1.24570483917	1.21509555361	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	1.24906865252	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	1.54828243881	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
