c\b	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]
1	0	[]	[]	-1.29157373488	[]	[]
1	1	[]	[]	0.331441316393	[]	[]
1	2	[]	[]	0.368076442733	[]	[]
1	3	[]	[]	-1.4335136149	[]	[]
2	0	[]	-0.0617279445445	0.523142394857	0.0914750580702	[]
2	1	[]	-0.487517321443	-0.738953022707	0.25568746248	[]
2	2	[]	0.67616356692	-0.87302626688	-0.585519076279	[]
2	3	[]	1.06379480474	0.777336722128	-0.319665923022	[]
3	0	[]	[]	0.00799756055855	[]	[]
3	1	[]	[]	-0.463164166861	[]	[]
3	2	[]	[]	-0.0465652465388	[]	[]
3	3	[]	[]	-0.0774562130132	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]
