4.0 3.0 -638.994949197
4.0 3.5 -1067.87152203
4.0 4.0 -8411.98594909
4.0 4.5 -2013.25842839
4.0 5.0 -3856.06949326
4.0 5.5 -8113.65131672
4.0 6.0 -37241.1899663
4.0 6.5 22026.0981001
4.0 7.0 9783.4416498
4.0 7.5 6793.20470116
4.0 8.0 5446.99786371
4.0 8.5 4683.09671845
4.0 9.0 4195.40934837
4.0 9.5 3857.29482557
4.5 3.0 323.924111226
4.5 3.5 -1652.74032181
4.5 4.0 -2332.76533003
4.5 4.5 -1534.23969871
4.5 5.0 -3100.0797835
4.5 5.5 -5679.923085
4.5 6.0 -13121.0803087
4.5 6.5 -421075.204239
4.5 7.0 18085.0012125
4.5 7.5 9921.2266542
4.5 8.0 7272.95278902
4.5 8.5 5964.69791236
4.5 9.0 5191.64125617
4.5 9.5 4681.40905116
5.0 3.0 -898.055414088
5.0 3.5 -1093.38058562
5.0 4.0 -1831.80674223
5.0 4.5 -920.51978982
5.0 5.0 -2616.52110802
5.0 5.5 -4530.0209747
5.0 6.0 -8561.758346
5.0 6.5 -24264.6414987
5.0 7.0 57594.5130872
5.0 7.5 15776.4904271
5.0 8.0 9958.97104483
5.0 8.5 7646.39984352
5.0 9.0 6414.94363137
5.0 9.5 5650.41141541
5.5 3.0 -745.809408596
5.5 3.5 -1116.15114931
5.5 4.0 -1584.9045533
5.5 4.5 749.924661258
5.5 5.0 -2251.52265892
5.5 5.5 -3846.03412782
5.5 6.0 -6618.61479656
5.5 6.5 -13594.0186015
5.5 7.0 -71305.1238823
5.5 7.5 30731.1714734
5.5 8.0 14306.6895038
5.5 8.5 9952.39731615
5.5 9.0 7953.89056745
5.5 9.5 6806.68249818
6.0 3.0 -666.704194866
6.0 3.5 -950.565559165
6.0 4.0 -1365.13565897
6.0 4.5 -10837.7390428
6.0 5.0 -1932.39881658
6.0 5.5 -3380.65726459
6.0 6.0 -5532.0634282
6.0 6.5 -9894.48228057
6.0 7.0 -24690.3098631
6.0 7.5 150929.862861
6.0 8.0 22563.0838909
6.0 8.5 13312.8523884
6.0 9.0 9949.99996436
6.0 9.5 8210.91168807
6.5 3.0 -581.17897471
6.5 3.5 -880.59088854
6.5 4.0 14016.5178081
6.5 4.5 -3382.43762632
6.5 5.0 -1607.37359942
6.5 5.5 -3032.80196443
6.5 6.0 -4830.6190231
6.5 6.5 -8008.28318191
6.5 7.0 -15821.3178091
6.5 7.5 -64547.5523551
6.5 8.0 44351.1105332
6.5 8.5 18670.9465021
6.5 9.0 12644.2424166
6.5 9.5 9953.18171651
7.0 3.0 -458.514698378
7.0 3.5 -779.317599736
7.0 4.0 -1434.8764099
7.0 4.5 -2583.80319664
7.0 5.0 -1212.96479721
7.0 5.5 -2752.66509922
7.0 6.0 -4334.42137358
7.0 6.5 -6858.80196876
7.0 7.0 -12055.3036777
7.0 7.5 -28879.9801946
7.0 8.0 265429.427227
7.0 8.5 28572.5809444
7.0 9.0 16483.0268973
7.0 9.5 12173.2155486
7.5 3.0 -907.740212664
7.5 3.5 -622.424913351
7.5 4.0 -1091.26627711
7.5 4.5 -2495.49673914
7.5 5.0 -614.711735014
7.5 5.5 -2511.91629941
7.5 6.0 -3959.8368998
7.5 6.5 -6080.58484842
7.5 7.0 -9966.45618776
7.5 7.5 -19465.7520463
7.5 8.0 -79265.9365961
7.5 8.5 53085.0716571
7.5 9.0 22396.4368009
7.5 9.5 15100.0331368
8.0 3.0 -611.769139473
8.0 3.5 -114.836128352
8.0 4.0 -1596.86683724
8.0 4.5 -2115.47831144
8.0 5.0 682.415704277
8.0 5.5 -2292.03991576
8.0 6.0 -3662.57678946
8.0 6.5 -5515.33535035
8.0 7.0 -8634.56583829
8.0 7.5 -15110.3294681
8.0 8.0 -36967.9137633
8.0 8.5 216047.706861
8.0 9.0 32696.6515369
8.0 9.5 19136.8548317
8.5 3.0 -507.697898316
8.5 3.5 -2295.99219814
8.5 4.0 -1356.62759029
8.5 4.5 -1937.41289846
8.5 5.0 3789.21844653
8.5 5.5 -2078.80937029
8.5 6.0 -3416.87054596
8.5 6.5 -5083.32308578
8.5 7.0 -7708.40584908
8.5 7.5 -12595.5920291
8.5 8.0 -25075.2442801
8.5 8.5 -125444.128354
8.5 9.0 55162.6345971
8.5 9.5 25065.6223726
