c\b	mol	0	1	2
0	0	[]	2.3452727519	[]
0	1	[]	2.24446807242	[]
1	0	1.95610294659	0.0	1.6889273984
1	1	2.98564660927	1.49739678822	1.21750947074
2	0	[]	2.34374475798	[]
2	1	[]	2.46821769023	[]
