a\c	mol	0	1	2
0	0	[]	2.06643232948	[]
0	1	[]	2.49781344939	[]
1	0	2.3452727519	0.0	2.34374475798
1	1	2.24446807242	1.49739678822	2.46821769023
2	0	[]	2.20158074896	[]
2	1	[]	1.61075326549	[]
