time	name	mols_cen	mols_sur	mols_outer	insize	outsize	energyev	Uqq	Uqd	Udd	Totdip_x	Totdip_y	Totdip_z
Sat, 21 Jun 2014 02:14:20 +0000	TIPS_Pc_cation_neut_inner0_outer0	['sp_TIPS_Pc_neut.xyz']	['sp_TIPS_Pc_neut.xyz']	['sp_TIPS_Pc_neut.xyz']	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
