[[-0.00499247  0.00451304  0.00895393]]
[[-0.00800234 -0.00015192  0.0046178 ]]
[[-0.00923684 -0.00221446  0.00090041]]
[[-0.00727274 -0.0022939  -0.00214054]]
[[-0.0062599  -0.0022369  -0.00028366]]
[[-0.00582958 -0.00196302  0.00146265]]
[[-0.00653096 -0.00148579  0.00378891]]
[[-0.00384789  0.00093773  0.00733915]]
[[-0.00580553 -0.00223841 -0.00354326]]
[[-0.00662586 -0.00158478 -0.00670362]]
[[-0.00279616 -0.0002301  -0.00587625]]
[[-0.00247256 -0.00093932 -0.00591958]]
[[-0.00146944 -0.00077492 -0.00552014]]
[[-0.0012954  -0.00091298 -0.00564638]]
[[-0.00106461 -0.0002056  -0.0056368 ]]
[[-0.00048877  0.00022144 -0.00472594]]
[[-0.00717556 -0.0039305   0.00265673]]
[[-0.00515527 -0.00183608 -0.00158538]]
[[-0.00525753 -0.0019345   0.0017656 ]]
[[-0.00511434 -0.00325886 -0.00461059]]
[[-0.00599293 -0.00175703 -0.00381967]]
[[-0.00947525 -0.00075856 -0.00913627]]
[[-0.00456757 -0.00259196 -0.00484813]]
[[-0.00137126  0.00036236 -0.00510895]]
[[-0.00353406 -0.00081223 -0.00516136]]
[[-0.0026197  -0.00111748 -0.00780701]]
[[-0.00129881 -0.00165182 -0.00522927]]
[[-0.00149013 -0.00106652 -0.00502943]]
[[-0.00212119 -0.00053541 -0.00535565]]
[[-0.00024951 -0.00126699 -0.00459191]]
[[-0.00205755 -0.00190619 -0.00624618]]
[[-0.00061191 -0.00044702 -0.0058646 ]]
[[-0.00151113  0.00019754 -0.0061919 ]]
[[ -2.37192482e-06  -1.13919407e-05  -3.29303995e-03]]
[[-0.0003609  -0.00085024 -0.00502354]]
[[-0.00046091  0.00183821 -0.00431676]]
[[-0.00287172 -0.00034166  0.00376291]]
[[-0.00226015  0.00027853  0.00419032]]
[[ -2.04517516e-03   3.04621382e-05   3.27175756e-03]]
[[-0.00242753  0.00037691  0.00295669]]
[[-0.00364737  0.00050097  0.00190607]]
[[-0.00383805  0.00057508  0.0036409 ]]
[[-0.00226792  0.00126487  0.00545033]]
[[-0.00405882 -0.00030281  0.00522704]]
[[ -2.36855910e-03   6.22893694e-05   2.30411495e-03]]
[[-0.00140382  0.00056545  0.00257895]]
[[ -1.06253557e-03   6.29493507e-05   2.92443246e-03]]
[[-0.00031853  0.0005439   0.00314918]]
[[ 0.00132327  0.00088427  0.00330553]]
[[ 0.00139889  0.00179858  0.00196625]]
[[ 0.00181695  0.00116219  0.00111247]]
[[ 0.00153406  0.00117042  0.00033198]]
[[-0.00200428 -0.000241    0.00268603]]
[[-0.005048   -0.00032961  0.00162025]]
[[-0.00746764 -0.00264827  0.00383292]]
[[-0.00168283 -0.00036639  0.00261437]]
[[-0.00298788 -0.00029719  0.00183664]]
[[-0.00095837  0.00043458  0.00235616]]
[[-0.00099235  0.00094742  0.00169241]]
[[ -7.97744028e-04   8.04483342e-05   2.97788083e-03]]
[[-0.00135316 -0.00078304  0.00381131]]
[[ 0.0001369   0.00041987  0.00265302]]
[[-0.00054592  0.00079606  0.0034607 ]]
[[ 0.0007477   0.00107038  0.00242788]]
[[ 0.00245256  0.00073602  0.00405171]]
[[ 0.00217782  0.00285293  0.00269243]]
[[ 0.00159483  0.00086407  0.00207933]]
[[ 0.00126416  0.00123652  0.00082048]]
[[ 0.0025511   0.00119313  0.00086069]]
[[ 0.00211378  0.00188744  0.00019045]]
[[ 0.00163161  0.00064994  0.00078622]]
[[ 0.00108568  0.00075641 -0.00022441]]
[[-0.00236771  0.0038354   0.00368739]]
[[ 0.00021081  0.0094814   0.00331098]]
[[-0.00151748  0.00660632  0.00324167]]
[[-0.00145079  0.00606233  0.00370991]]
[[-0.00043607  0.00727884  0.00213047]]
[[ 0.00149348  0.00988585  0.00276971]]
[[ 0.00246195  0.01079432  0.00303338]]
[[-0.00448915 -0.00012398  0.00579759]]
[[-0.00255426  0.00480618  0.00327974]]
[[-0.00249834  0.00310084  0.00378906]]
[[-0.00300369  0.0016346   0.00391561]]
[[-0.00171338 -0.00019836  0.00428441]]
[[-0.00041518  0.00080668  0.00405167]]
[[ 0.00057422 -0.0010029   0.00315084]]
[[ 0.00071056  0.00052367  0.00172162]]
[[ 0.00088111 -0.00124708  0.00036223]]
[[-0.00246123  0.00446538  0.00290345]]
[[-0.00189964  0.00627924  0.0017567 ]]
[[-0.0021113   0.01212319  0.00300697]]
[[ -4.41119595e-05   6.24986944e-03   3.45261237e-03]]
[[-0.00307469  0.00423258  0.00188354]]
[[-0.00266683  0.00202333  0.00383211]]
[[-0.00370515  0.00375636  0.00562677]]
[[-0.00178206  0.00215976  0.0035591 ]]
[[-0.00355799  0.00171368  0.00390559]]
[[-0.00085619 -0.00013726  0.00355581]]
[[-0.00265495 -0.00107923  0.00373988]]
[[ -7.64192495e-05   1.88974973e-03   4.22058558e-03]]
[[-0.00011642  0.00022438  0.00451038]]
[[ 0.0004603  -0.00229399  0.00353369]]
[[ 0.00109606 -0.00021274  0.00349785]]
[[ 0.00189091  0.00177852  0.00162925]]
[[ 0.00096071  0.00050597  0.00114497]]
[[ -6.96222463e-05  -2.47137430e-03  -1.22580404e-04]]
[[ 0.00094091 -0.00133795  0.00109798]]
[[ 0.00068383 -0.00056175 -0.00054899]]
[[-0.00336984 -0.00087882  0.00741161]]
[[-0.00866983 -0.00537034  0.00414824]]
[[-0.00867418 -0.00093783  0.00014275]]
[[-0.0068121  -0.00133881 -0.00358864]]
[[-0.0075131  -0.00227833 -0.00114461]]
[[-0.00926274 -0.00416837  0.00160193]]
[[-0.00930594 -0.00635584  0.00486431]]
[[-0.00152004  0.00427192  0.00523623]]
[[ -4.46719970e-03  -6.43687483e-05  -4.98625166e-03]]
[[-0.0042211   0.00048173 -0.00766921]]
[[-0.00041462  0.00051658 -0.00677528]]
[[ -4.07255682e-05   1.70228764e-03  -6.17671548e-03]]
[[ 0.00021712 -0.00013501 -0.00555459]]
[[-0.00044846  0.00061598 -0.00573526]]
[[-0.00051563 -0.00084371 -0.00523822]]
[[-0.0003255   0.00049323 -0.00363128]]
[[-0.00606361  0.00421531  0.00164213]]
[[ -5.79638648e-03  -5.66106454e-05  -2.39930297e-03]]
[[-0.00791401 -0.00101528  0.00239973]]
[[ -6.50745867e-03   1.67350720e-05  -6.26886950e-03]]
[[-0.00455296 -0.00017489 -0.00454187]]
[[-0.0058069   0.001403   -0.00995836]]
[[-0.00107623  0.0006218  -0.00808109]]
[[-0.00042908 -0.00013364 -0.00652693]]
[[-0.00113096  0.00098718 -0.00543866]]
[[  8.37214877e-05   2.21551816e-03  -7.13944257e-03]]
[[ 0.00131139  0.00287742 -0.00437812]]
[[-0.00071855 -0.00092239 -0.00659803]]
[[  2.27729950e-04  -9.97961107e-05  -5.40004020e-03]]
[[ 0.00131479  0.00116624 -0.00441993]]
[[-0.00147297  0.00167206 -0.00614288]]
[[-0.00171919 -0.00174699 -0.00542201]]
[[-0.00059549 -0.00138896 -0.00568655]]
[[ 0.00159801  0.00127385 -0.00220278]]
[[-0.00015517  0.00193762 -0.00438823]]
[[-0.00055554 -0.00107863 -0.00270421]]
[[ 0.00374431 -0.00258457  0.00095985]]
[[ 0.00125547 -0.00488774  0.00161042]]
[[ -8.56831452e-05  -5.91847225e-03   6.05006591e-04]]
[[-0.00053547 -0.00465674 -0.00112698]]
[[-0.00106905 -0.00360094 -0.00052907]]
[[-0.00099981 -0.00336389  0.00034714]]
[[-0.00036965 -0.00364505  0.00099687]]
