a\c	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	-0.265257766235	[]	[]	[]
2	1	[]	[]	[]	0.342248680281	[]	[]	[]
3	0	[]	[]	1.45722607672	0.484453222905	1.46712726354	[]	[]
3	1	[]	[]	2.33182815948	1.09014169044	2.32694448593	[]	[]
4	0	[]	[]	[]	0.454129534388	[]	[]	[]
4	1	[]	[]	[]	1.75937321474	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
