b\a	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	1.93390591672	[]	[]	[]
2	1	[]	[]	[]	1.4169274693	[]	[]	[]
3	0	[]	[]	1.12351430279	1.27016770446	1.31150078576	[]	[]
3	1	[]	[]	1.34739646482	1.30902741165	1.13412375147	[]	[]
4	0	[]	[]	[]	1.45339884238	[]	[]	[]
4	1	[]	[]	[]	1.91659859575	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
