c\b	mol	0	1	2	3	4
0	0	[]	[]	1.07099378261	[]	[]
0	1	[]	[]	1.040079772	[]	[]
1	0	[]	0.769865609871	0.823846795011	1.12514803593	[]
1	1	[]	0.883119643801	0.818595017333	0.832326700595	[]
2	0	1.12140044513	0.432416178358	0.0	0.321767377937	0.81767659395
2	1	1.08958879015	0.993845902219	1.03282861329	-0.143021833171	0.401195466692
3	0	[]	0.815172299881	0.854483613015	1.01912765329	[]
3	1	[]	0.990780165252	0.834626277029	0.781505203784	[]
4	0	[]	[]	1.08143092247	[]	[]
4	1	[]	[]	1.06690641906	[]	[]
