c\b	mol	0	1	2
0	0	[]	0.782997143055	[]
0	1	[]	0.728284527007	[]
1	0	0.32186033062	0.0	0.939965762851
1	1	0.783183323639	0.321055003157	0.414265606711
2	0	[]	0.785674259789	[]
2	1	[]	0.801841897996	[]
