a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.591041656284	[]	[]	[]	[]
2	1	[]	[]	[]	[]	0.534099350465	[]	[]	[]	[]
3	0	[]	[]	[]	0.636858026118	0.558830036604	0.6350826045	[]	[]	[]
3	1	[]	[]	[]	0.571366115198	0.526535218653	0.570248882705	[]	[]	[]
4	0	[]	[]	0.749576697104	0.600484866669	0.543353569399	0.599474222942	0.749090250031	[]	[]
4	1	[]	[]	0.667546624108	0.564084563032	0.530236448474	0.563259443112	0.667054484473	[]	[]
5	0	[]	[]	[]	0.579144661244	0.545416956678	0.578972779682	[]	[]	[]
5	1	[]	[]	[]	0.590738259326	0.555738027725	0.590103773946	[]	[]	[]
6	0	[]	[]	[]	[]	0.557914558784	[]	[]	[]	[]
6	1	[]	[]	[]	[]	0.603872284663	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
