c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.60942084148	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.672912803038	[]	[]	[]	[]
2	0	[]	[]	[]	0.585301265653	0.549873741496	0.577935798923	[]	[]	[]
2	1	[]	[]	[]	0.603554265501	0.591091800708	0.661835694508	[]	[]	[]
3	0	[]	[]	0.579144661244	0.523366018721	0.493173711556	0.514732807439	0.567589716269	[]	[]
3	1	[]	[]	0.590738259326	0.534676202012	0.524017535311	0.572852246441	0.658616198154	[]	[]
4	0	[]	0.596872812977	0.545416956678	0.468793241152	0.230134241505	0.439165180777	0.525186166204	0.580962777012	[]
4	1	[]	0.614286611272	0.555738027725	0.495659916864	0.458026135655	0.521646659249	0.585260862668	0.667450781055	[]
5	0	[]	[]	0.578972779682	0.52386543622	0.494982903576	0.517151791584	0.569659242428	[]	[]
5	1	[]	[]	0.590103773946	0.534906643341	0.524524123422	0.574034680553	0.659512712413	[]	[]
6	0	[]	[]	[]	0.585510896397	0.550353709469	0.578820929993	[]	[]	[]
6	1	[]	[]	[]	0.60332894328	0.591179473984	0.662114493747	[]	[]	[]
7	0	[]	[]	[]	[]	0.609576444611	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.672742447927	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
