a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.567355285892	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.568438184606	[]	[]	[]	[]
2	0	[]	[]	[]	0.545606244065	0.515676262274	0.54386018385	[]	[]	[]
2	1	[]	[]	[]	0.55955292517	0.531636531591	0.559926384825	[]	[]	[]
3	0	[]	[]	0.593772048999	0.523686184862	0.468582081693	0.523496206998	0.593700498192	[]	[]
3	1	[]	[]	0.598653565962	0.543237140892	0.515896508669	0.54381292646	0.598957116382	[]	[]
4	0	[]	0.684052962177	0.577068185837	0.516292314507	0.450084313565	0.517482640794	0.577494597283	0.684148121968	[]
4	1	[]	0.75472196082	0.614313058961	0.542919051306	0.503200104961	0.543755878035	0.614694573468	0.754695445814	[]
5	0	[]	[]	0.577935798923	0.514732807439	0.439165180777	0.517151791584	0.578820929993	[]	[]
5	1	[]	[]	0.661835694508	0.572852246441	0.521646659249	0.574034680553	0.662114493747	[]	[]
6	0	[]	[]	[]	0.522033418708	0.476872099933	0.525527292804	[]	[]	[]
6	1	[]	[]	[]	0.628390223338	0.568574439629	0.629305160743	[]	[]	[]
7	0	[]	[]	[]	[]	0.51170699081	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.630998130964	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
