a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.559874797282	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.492050184646	[]	[]	[]	[]
2	0	[]	[]	[]	0.583364757078	0.506454240988	0.579760529047	[]	[]	[]
2	1	[]	[]	[]	0.537063001096	0.36392860585	0.535609969916	[]	[]	[]
3	0	[]	[]	0.643900727949	0.547940287423	0.445780290969	0.545786394335	0.6429541929	[]	[]
3	1	[]	[]	0.587923906792	0.51847217076	0.276312681995	0.517301268826	0.587616221754	[]	[]
4	0	[]	0.754812198007	0.607611875579	0.524196509857	0.452693063652	0.523449799422	0.607280217887	0.754670586084	[]
4	1	[]	0.681576409471	0.579135160009	0.519912052644	0.371903247281	0.519363631363	0.578936604654	0.681365468091	[]
5	0	[]	[]	0.585301265653	0.523366018721	0.468793241152	0.52386543622	0.585510896397	[]	[]
5	1	[]	[]	0.603554265501	0.534676202012	0.495659916864	0.534906643341	0.60332894328	[]	[]
6	0	[]	[]	[]	0.53068944706	0.512672438298	0.53251767833	[]	[]	[]
6	1	[]	[]	[]	0.573200077455	0.56319085114	0.573809422943	[]	[]	[]
7	0	[]	[]	[]	[]	0.550239193171	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.624360946335	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
