c\b	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	0.615307309293	[]	[]	[]
2	0	[]	[]	0.519148525436	0.467159529586	0.483872025808	[]	[]
3	0	[]	0.480924490317	0.30220278023	0.244366721122	0.423612586381	0.528340142687	[]
4	0	[]	[]	0.527576308321	0.487887648906	0.507944222078	[]	[]
5	0	[]	[]	[]	0.62098468963	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
