b\a	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	0.637516210772	[]	[]	[]
3	0	[]	[]	0.62098468963	0.579062348239	0.615307309293	[]	[]
4	0	[]	[]	[]	0.633975419633	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
