c\b	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	-2.2747245846	[]	[]	[]
1	1	[]	[]	[]	0.429116756659	[]	[]	[]
1	2	[]	[]	[]	0.808725842999	[]	[]	[]
1	3	[]	[]	[]	-1.13213997169	[]	[]	[]
2	0	[]	[]	-0.724303309889	-0.561957962852	-1.06267116755	[]	[]
2	1	[]	[]	-1.87648357784	-1.45654886423	0.689029567138	[]	[]
2	2	[]	[]	0.0815219352655	-2.39182514223	-0.929722144208	[]	[]
2	3	[]	[]	-1.39202151527	-0.341485629743	-0.185137949408	[]	[]
3	0	[]	0.191740654215	0.853414286562	0.510979799133	-0.330433070441	-0.258950959846	[]
3	1	[]	0.315904977917	0.241661201644	-0.348753252964	-0.257517518131	0.660713403973	[]
3	2	[]	-0.42414042838	-0.287626813807	-0.0956629403938	0.136250612108	0.0532868921053	[]
3	3	[]	-0.918618798055	-3.17250505453	-1.27209194792	-3.21762339242	-1.13863341099	[]
4	0	[]	[]	0.413838307268	0.446599089661	0.23427536151	[]	[]
4	1	[]	[]	-0.182692995959	-0.539086566041	-0.386708737031	[]	[]
4	2	[]	[]	-0.57655157659	-0.8650892782	-0.452012269444	[]	[]
4	3	[]	[]	0.737008271602	0.797520958973	0.402956624747	[]	[]
5	0	[]	[]	[]	0.442261797524	[]	[]	[]
5	1	[]	[]	[]	0.0694039029705	[]	[]	[]
5	2	[]	[]	[]	-0.0245740537245	[]	[]	[]
5	3	[]	[]	[]	0.542944564445	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
6	2	[]	[]	[]	[]	[]	[]	[]
6	3	[]	[]	[]	[]	[]	[]	[]
