a\c	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	0.711319973642	[]	[]	[]
1	1	[]	[]	[]	0.297782907053	[]	[]	[]
1	2	[]	[]	[]	1.50509208718	[]	[]	[]
1	3	[]	[]	[]	1.86709082632	[]	[]	[]
2	0	[]	[]	-0.759202161817	0.932869183106	0.422289151896	[]	[]
2	1	[]	[]	-1.90935176917	0.287210355443	-0.133863196694	[]	[]
2	2	[]	[]	0.198157465258	-0.243375978121	-0.830922983533	[]	[]
2	3	[]	[]	-0.918086172756	-3.22257013434	0.783692384103	[]	[]
3	0	[]	11.8620739872	1.53937913098	6.97496257999	1.17871795718	0.493302986985	[]
3	1	[]	9.28726180115	3.0663625771	-1.02061191455	-1.41318429879	0.656040970882	[]
3	2	[]	0.346564936334	-1.7531770168	-0.820631343838	-0.791385577969	-1.04137056823	[]
3	3	[]	0.0591080991428	-0.544593930131	-0.932788239251	-0.207838902382	0.617443739984	[]
4	0	[]	[]	-0.724303309889	0.853414286562	0.413838307268	[]	[]
4	1	[]	[]	-1.87648357784	0.241661201644	-0.182692995959	[]	[]
4	2	[]	[]	0.0815219352655	-0.287626813807	-0.57655157659	[]	[]
4	3	[]	[]	-1.39202151527	-3.17250505453	0.737008271602	[]	[]
5	0	[]	[]	[]	0.690812043834	[]	[]	[]
5	1	[]	[]	[]	0.28506599038	[]	[]	[]
5	2	[]	[]	[]	1.50701597239	[]	[]	[]
5	3	[]	[]	[]	1.88920765546	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
6	2	[]	[]	[]	[]	[]	[]	[]
6	3	[]	[]	[]	[]	[]	[]	[]
