[[-0.00069987  0.00220568 -0.00310226]]
[[ -5.43582666e-05   1.56780306e-03  -1.23230910e-03]]
[[-0.00056131  0.00108435 -0.00126787]]
[[ 0.00118349  0.00572213 -0.00325024]]
[[ 0.00258206  0.00610426 -0.00311018]]
[[ 0.00737432  0.01209093  0.00280061]]
[[ 0.00314467  0.0054625   0.00304975]]
[[ 0.0047106   0.0072017   0.00622536]]
[[ 0.00096126  0.00392451  0.00120056]]
[[ 0.00053055  0.0025834  -0.00019033]]
[[ 0.00061155  0.00335513 -0.00069598]]
[[-0.00200748  0.00075864 -0.00237943]]
[[-0.000217    0.00100526 -0.00048462]]
[[-0.0005771   0.00064931 -0.00087701]]
[[ 0.00407041  0.00929523 -0.00720779]]
[[ 0.01765961  0.01561994  0.00476994]]
[[ 0.0095609   0.00559309  0.01248464]]
[[  1.71151290e-04   1.81794154e-03  -1.59501304e-05]]
[[ 0.00095026  0.00281351  0.00425399]]
[[ 0.00029908  0.00222752  0.0010312 ]]
[[ 0.00017017  0.00253805  0.00130518]]
[[ 0.00075736  0.0015255   0.00221869]]
[[ 0.00017531  0.0017824   0.00046975]]
[[  2.37917873e-05   1.58949631e-03   5.93986091e-04]]
[[ 0.00080114  0.00207937  0.00032271]]
[[ 0.00257434 -0.00093601  0.00354637]]
[[  1.70698550e-04   1.79312120e-03   7.03465003e-05]]
[[  2.86153056e-05   1.33426736e-03   2.82197316e-04]]
[[ 0.00246882  0.0020861  -0.00153119]]
[[ 0.00065534  0.00189522 -0.00029451]]
[[ 0.00405143  0.00392351 -0.00162851]]
[[ 0.0045549   0.00021741 -0.00337273]]
[[ 0.00164639  0.00271226  0.00033266]]
[[  3.60726634e-04   1.43895623e-03   8.58992694e-05]]
[[ 0.00824533  0.00450629  0.00049082]]
[[ 0.00106862  0.00172803  0.00074031]]
[[ 0.00565429  0.00195894  0.00823967]]
[[ 0.00505378  0.00608404  0.00754982]]
[[ 0.00949636  0.00436439  0.00652511]]
[[ 0.00712615  0.00825408  0.0050236 ]]
[[ 0.01089788  0.00502892  0.00314652]]
[[ 0.00806308  0.00810584  0.00162539]]
[[ 0.01058117 -0.00126318  0.00140635]]
[[ 0.00876024 -0.00367261  0.00225714]]
[[ 0.00941248 -0.00175635  0.00485121]]
[[ 0.00645775 -0.00427716  0.0054177 ]]
[[ 0.00527876 -0.00297226  0.00695623]]
[[ 0.00227517  0.00277906  0.00761498]]
[[ 0.00186337  0.00691491  0.00522392]]
[[ 0.00293401  0.00880943  0.00374085]]
[[ 0.00376926  0.00880837  0.00142808]]
[[ 0.00637912 -0.00455256  0.00119673]]
[[ 0.00441832 -0.00483382  0.00321973]]
[[ 0.00258235 -0.00407511  0.00587316]]
[[ 0.01091108  0.00471063 -0.00089112]]
[[ 0.00862558 -0.00288517 -0.00127075]]
[[ 0.00978549 -0.00107036 -0.00251448]]
[[ 0.00706931  0.00627815 -0.0023961 ]]
[[ 0.00620772 -0.00361264 -0.00132601]]
[[ 0.00574222 -0.00229054 -0.00440172]]
[[ 0.00739792  0.00247009 -0.00410932]]
[[ 0.00365625  0.00693939 -0.00124662]]
[[ 0.00499867 -0.00127132 -0.00418579]]
[[ 0.00379255 -0.00249243 -0.00318512]]
[[ 0.00348561  0.00317913 -0.00363012]]
[[ 0.00265554 -0.00143177 -0.0031568 ]]
[[ 0.00302607  0.00139629 -0.0032421 ]]
[[ 0.00213206  0.0036794  -0.00231714]]
[[ 0.00273117 -0.00010759 -0.00242784]]
[[ 0.0016622  -0.00155455 -0.00212494]]
[[ 0.00191528  0.00212501 -0.00273535]]
[[ 0.00228801 -0.00023134 -0.00225969]]
