a\c	mol	0	1	2	3	4
0	0	[]	[]	0.513812911165	[]	[]
1	0	[]	0.487968538394	0.243957617686	0.471617707636	[]
2	0	0.62501055543	0.425993197726	0.0	0.425993197726	0.62501055543
3	0	[]	0.471617707636	0.243957617686	0.487968538394	[]
4	0	[]	[]	0.513812911165	[]	[]
