c\b	mol	0	1	2	3	4
0	0	[]	[]	0.62501055543	[]	[]
1	0	[]	0.504848813053	0.425993197726	0.491776776972	[]
2	0	0.534132622175	0.259121236298	0.0	0.259121236298	0.534132622175
3	0	[]	0.491776776972	0.425993197726	0.504848813053	[]
4	0	[]	[]	0.62501055543	[]	[]
