b\a	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]
2	0	[]	[]	0.62501055543	[]	[]
3	0	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]
