b\a	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	0.699802525354	[]	[]	[]
1	1	[]	[]	[]	0.615383222746	[]	[]	[]
2	0	[]	[]	0.582831756199	0.546056796492	0.527315739867	[]	[]
2	1	[]	[]	0.518549411808	0.513031011579	0.546038357635	[]	[]
3	0	[]	0.539788288813	0.505997838854	0.480821977029	0.48235450768	0.499970258237	[]
3	1	[]	0.518832187384	0.494501316165	0.496090937394	0.532361341315	0.588668053746	[]
4	0	[]	[]	0.535512318113	0.516002508627	0.519634904029	[]	[]
4	1	[]	[]	0.545085329507	0.561897756203	0.611839968689	[]	[]
5	0	[]	[]	[]	0.624108208771	[]	[]	[]
5	1	[]	[]	[]	0.70501850027	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
