c\b	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	0.49648719031	[]	[]	[]
2	1	[]	[]	[]	0.588343567497	[]	[]	[]
3	0	[]	[]	0.511596197519	0.465193926601	0.47387401487	[]	[]
3	1	[]	[]	0.57970757107	0.538529614421	0.596016675211	[]	[]
4	0	[]	[]	[]	0.499970258237	[]	[]	[]
4	1	[]	[]	[]	0.588668053746	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
