b\a	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	90.2584181931	[]	[]
1	1	[]	[]	92.9295789668	[]	[]
2	0	[]	97.6398604732	75.6562464402	94.8849993356	[]
2	1	[]	84.3675715053	82.330172948	101.187429388	[]
3	0	[]	[]	90.2584181931	[]	[]
3	1	[]	[]	92.9295789668	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
