a\c	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
1	0	[]	[]	97.6398604732	[]	[]
1	1	[]	[]	84.3675715053	[]	[]
2	0	[]	90.2584181931	75.6562464402	90.2584181931	[]
2	1	[]	92.9295789668	82.330172948	92.9295789668	[]
3	0	[]	[]	94.8849993356	[]	[]
3	1	[]	[]	101.187429388	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
