a\c	mol	0	1	2	3	4
0	0	[]	[]	105.618412968	[]	[]
0	1	[]	[]	108.977523513	[]	[]
1	0	[]	97.6398604732	113.419193549	97.6398604732	[]
1	1	[]	84.3675715053	61.7717191003	84.3675715053	[]
2	0	99.7515934283	75.6562464402	0.0	75.6562464402	99.7515934283
2	1	100.254542039	82.330172948	57.749330346	82.330172948	100.254542039
3	0	[]	94.8849993356	111.545795697	94.8849993356	[]
3	1	[]	101.187429388	103.49250461	101.187429388	[]
4	0	[]	[]	104.20197757	[]	[]
4	1	[]	[]	103.598279184	[]	[]
