b\a	mol	0	1	2	3	4
0	0	[]	[]	99.7515934283	[]	[]
0	1	[]	[]	100.254542039	[]	[]
1	0	[]	97.6398604732	75.6562464402	94.8849993356	[]
1	1	[]	84.3675715053	82.330172948	101.187429388	[]
2	0	105.618412968	113.419193549	0.0	111.545795697	104.20197757
2	1	108.977523513	61.7717191003	57.749330346	103.49250461	103.598279184
3	0	[]	97.6398604732	75.6562464402	94.8849993356	[]
3	1	[]	84.3675715053	82.330172948	101.187429388	[]
4	0	[]	[]	99.7515934283	[]	[]
4	1	[]	[]	100.254542039	[]	[]
