c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	1.02060873853	[]	[]	[]	[]
1	1	[]	[]	[]	[]	1.25240239257	[]	[]	[]	[]
2	0	[]	[]	[]	1.01738755776	1.14799278596	1.16310010818	[]	[]	[]
2	1	[]	[]	[]	1.13601331711	1.11925006672	0.988032917857	[]	[]	[]
3	0	[]	[]	1.07910056431	0.608325639304	0.665105288574	0.8865413634	0.921057087363	[]	[]
3	1	[]	[]	1.11702579851	1.21364495808	0.5810663853	0.72363389899	0.661371234436	[]	[]
4	0	[]	1.01216611685	0.701373054461	0.47858897527	0.227327611398	0.546007591113	0.863867821577	0.97594135084	[]
4	1	[]	1.13006381435	1.10974739449	0.698587674905	0.542486264905	0.59078274594	0.810008585342	1.18114401989	[]
5	0	[]	[]	1.20854238827	0.676114641003	0.719314071419	0.924410724713	0.978628973785	[]	[]
5	1	[]	[]	1.25488777004	1.34139952345	0.655254732458	0.746368455673	0.647484441186	[]	[]
6	0	[]	[]	[]	1.03176129249	1.17080120389	1.19460843577	[]	[]	[]
6	1	[]	[]	[]	1.1495544543	1.14461891663	1.01640998001	[]	[]	[]
7	0	[]	[]	[]	[]	1.02860084163	[]	[]	[]	[]
7	1	[]	[]	[]	[]	1.26868970867	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
