c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	1.20847253543	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.904125703345	[]	[]	[]	[]
2	0	[]	[]	[]	1.01115109494	1.07789590048	1.34707110973	[]	[]	[]
2	1	[]	[]	[]	1.0092093838	1.19688331789	1.07831396136	[]	[]	[]
3	0	[]	[]	1.14045778039	0.993851544977	0.826531810414	0.933585689629	1.07260070828	[]	[]
3	1	[]	[]	0.859749223989	1.05980940688	0.855364049365	0.813506534932	0.994749168236	[]	[]
4	0	[]	0.988766294063	0.77571805464	0.544377462197	0.286258419056	0.691254718009	0.793661345572	1.47811984771	[]
4	1	[]	0.954151889948	0.842116629859	0.588640686241	0.0843008018836	0.102666616347	0.685855947555	0.995884178761	[]
5	0	[]	[]	1.14292036869	0.971936302416	0.703145946092	0.840581168435	0.939576608721	[]	[]
5	1	[]	[]	0.882408513965	1.1010316966	0.812528067304	0.712174129177	0.916984507672	[]	[]
6	0	[]	[]	[]	1.00832991245	1.07191243568	1.34340142054	[]	[]	[]
6	1	[]	[]	[]	1.01232567819	1.20584288531	1.0750507999	[]	[]	[]
7	0	[]	[]	[]	[]	1.20608187217	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.904629932283	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
