a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	1.07877650683	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.935930702226	[]	[]	[]	[]
2	0	[]	[]	[]	0.727018904117	1.03566185396	0.755707650026	[]	[]	[]
2	1	[]	[]	[]	0.888801630319	0.880110408669	0.965991476464	[]	[]	[]
3	0	[]	[]	1.16310010818	0.8865413634	0.546007591113	0.924410724713	1.19460843577	[]	[]
3	1	[]	[]	0.988032917857	0.72363389899	0.59078274594	0.746368455673	1.01640998001	[]	[]
4	0	[]	1.38507231884	1.00602882389	1.00623453808	0.0735700019143	0.973973813594	1.00394552637	1.39336956738	[]
4	1	[]	1.12530245164	1.00275213452	0.91778612259	0.023823257355	0.965279826732	1.01313885612	1.13244194134	[]
5	0	[]	[]	1.34707110973	0.933585689629	0.691254718009	0.840581168435	1.34340142054	[]	[]
5	1	[]	[]	1.07831396136	0.813506534932	0.102666616347	0.712174129177	1.0750507999	[]	[]
6	0	[]	[]	[]	1.23585113948	0.966990740511	1.10367020836	[]	[]	[]
6	1	[]	[]	[]	1.25961086102	0.831258494847	1.14856238353	[]	[]	[]
7	0	[]	[]	[]	[]	1.24015390557	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.969468817897	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
