b\a	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.974543887553	[]	[]	[]	[]
1	1	[]	[]	[]	[]	1.00135865433	[]	[]	[]	[]
2	0	[]	[]	[]	1.20854238827	1.02566433626	1.14292036869	[]	[]	[]
2	1	[]	[]	[]	1.25488777004	1.27732958578	0.882408513965	[]	[]	[]
3	0	[]	[]	1.00775597556	0.676114641003	0.908422451055	0.971936302416	0.802219071567	[]	[]
3	1	[]	[]	0.832858669125	1.34139952345	0.890050055377	1.1010316966	0.896469188778	[]	[]
4	0	[]	1.19338123032	0.908867431101	0.719314071419	0.676161030273	0.703145946092	0.925104940779	1.04657031811	[]
4	1	[]	1.42883514233	0.984577529122	0.655254732458	0.773736278312	0.812528067304	1.22671021549	0.922115187696	[]
5	0	[]	[]	0.755707650026	0.924410724713	0.973973813594	0.840581168435	1.10367020836	[]	[]
5	1	[]	[]	0.965991476464	0.746368455673	0.965279826732	0.712174129177	1.14856238353	[]	[]
6	0	[]	[]	[]	0.978628973785	1.07733860363	0.939576608721	[]	[]	[]
6	1	[]	[]	[]	0.647484441186	0.887921565613	0.916984507672	[]	[]	[]
7	0	[]	[]	[]	[]	0.946832335527	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.96768260481	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
