a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	1.05508964126	[]	[]	[]	[]
0	1	[]	[]	[]	[]	1.26133533963	[]	[]	[]	[]
1	0	[]	[]	[]	1.13998081369	1.02294878814	1.19338123032	[]	[]	[]
1	1	[]	[]	[]	1.37054019161	1.02280169736	1.42883514233	[]	[]	[]
2	0	[]	[]	0.966241989728	0.819603350802	0.695274456572	0.908867431101	0.991263492377	[]	[]
2	1	[]	[]	1.25798609673	0.886259965388	0.798818119928	0.984577529122	1.29653041324	[]	[]
3	0	[]	1.02060873853	1.14799278596	0.665105288574	0.227327611398	0.719314071419	1.17080120389	1.02860084163	[]
3	1	[]	1.25240239257	1.11925006672	0.5810663853	0.542486264905	0.655254732458	1.14461891663	1.26868970867	[]
4	0	1.35263664402	1.15386225165	0.910982129004	0.696501975884	0.0	0.676161030273	0.914071683068	1.15925228081	1.35827545044
4	1	1.32952844012	1.14335848595	1.00189952846	0.701559784442	0.0132620508589	0.773736278312	1.01555637795	1.14936347956	1.33373078452
5	0	[]	1.20847253543	1.07789590048	0.826531810414	0.286258419056	0.703145946092	1.07191243568	1.20608187217	[]
5	1	[]	0.904125703345	1.19688331789	0.855364049365	0.0843008018836	0.812528067304	1.20584288531	0.904629932283	[]
6	0	[]	[]	1.04225214425	1.00745420593	0.8365218933	0.925104940779	1.0217685794	[]	[]
6	1	[]	[]	0.86671153418	1.29876823994	0.614754414227	1.22671021549	0.856003753353	[]	[]
7	0	[]	[]	[]	1.09170175853	0.969112693373	1.04657031811	[]	[]	[]
7	1	[]	[]	[]	0.988546496847	0.657117906115	0.922115187696	[]	[]	[]
8	0	[]	[]	[]	[]	1.48144881507	[]	[]	[]	[]
8	1	[]	[]	[]	[]	1.26990533661	[]	[]	[]	[]
