c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	0.966241989728	[]	[]	[]	[]
2	1	[]	[]	[]	[]	1.25798609673	[]	[]	[]	[]
3	0	[]	[]	[]	0.900865456669	0.819603350802	0.727018904117	[]	[]	[]
3	1	[]	[]	[]	0.782908985219	0.886259965388	0.888801630319	[]	[]	[]
4	0	[]	[]	1.05209615373	0.804676855861	0.695274456572	1.03566185396	1.01269506018	[]	[]
4	1	[]	[]	1.19711493568	1.18782497476	0.798818119928	0.880110408669	1.39471322698	[]	[]
5	0	[]	[]	[]	1.00775597556	0.908867431101	0.755707650026	[]	[]	[]
5	1	[]	[]	[]	0.832858669125	0.984577529122	0.965991476464	[]	[]	[]
6	0	[]	[]	[]	[]	0.991263492377	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.29653041324	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
